correspondence_id,historical_record_id,historical_form_diplomatic,historical_matched_component,historical_printed_page,historical_graphic_key,modern_record_id,modern_headword,modern_matched_component,modern_graphic_key,modern_classification,modern_translation_raw,modern_source_code,edit_distance,similarity,relation_type,candidate_status,modern_commit,human_reviewed,review_decision
RHD-PCORR-000202,RHD-S1809-02290,Sisí,Sisí,365,sisi,RD-002301,Simí,Simí,simi,Vi sg,Irse,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000203,RHD-S1809-02290,Sisí,Sisí,365,sisi,RD-002302,Simí,Simí,simi,Vi sg,Caminar,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000204,RHD-S1809-02290,Sisí,Sisí,365,sisi,RD-002323,Sipí,Sipí,sipi,Vi,"Enfriarse (p. ej.: comida, agua)",SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000205,RHD-S1809-02291,Sóco,Sóco,365,soco,RD-002381,Sonó,Sonó,sono,S,Rastrojo,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000206,RHD-S1809-02291,Sóco,Sóco,365,soco,RD-002390,Soró,Soró,soro,S,Tía (hermana mayor del padre),SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000207,RHD-S1809-02295,Sopeichi,Sopeichi,365,sopeichi,RD-002386,"Sopichí, supuchí",Sopichí,sopichi,S,Murciélago,SRC-02,1,0.875,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000208,RHD-S1809-02306,Sulí,Sulí,366,suli,RD-002416,Suní,Suní,suni,Vt,"Terminar, acabar, cumplir",SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000209,RHD-S1809-02306,Sulí,Sulí,366,suli,RD-002425,Surí,Surí,suri,Vi,1. No querer convidar 2. No querer dejarle ir,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000210,RHD-S1809-02309,Tápoa,Tápoa,366,tapoa,RD-002452,Tapa,Tapa,tapa,Vt pl,"Acarrear, traer (en las manos)",SRC-02,1,0.8,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000211,RHD-S1809-02315,Taicá,Taicá,366,taica,RD-002443,Taca,Taca,taca,Vt,Tocar (instrumento musical),SRC-02,1,0.8,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000212,RHD-S1809-02316,Táje,Táje,366,taje,RD-002441,Tabé,Tabé,tabe,Adj,Más chiquito,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000213,RHD-S1809-02321,Talá,Talá,366,tala,RD-002435,Tabá,Tabá,taba,Vi,Ponerse la zapeta (taparrabo que se lleva en lugar de pantalón),SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000214,RHD-S1809-02321,Talá,Talá,366,tala,RD-002436,Taba,Taba,taba,Vi,Luchar,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000215,RHD-S1809-02321,Talá,Talá,366,tala,RD-002443,Taca,Taca,taca,Vt,Tocar (instrumento musical),SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000216,RHD-S1809-02324,Talí,Talí,366,tali,RD-002444,Tamí,Tamí,tami,Pron,"Me, a mi",SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000217,RHD-S1809-02324,Talí,Talí,366,tali,RD-002451,Tani,Tani,tani,Vt,Rogar,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000218,RHD-S1809-02324,Talí,Talí,366,tali,RD-002456,Tarí,Tarí,tari,S,Semilla (para sembrar),SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000219,RHD-S1809-02327,Tamé,Tamé,366,tame,RD-002441,Tabé,Tabé,tabe,Adj,Más chiquito,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000220,RHD-S1809-02327,Tamé,Tamé,366,tame,RD-002444,Tamí,Tamí,tami,Pron,"Me, a mi",SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000221,RHD-S1809-02330,Tamulé,Tamulé,366,tamule,RD-002445,Tamujé,Tamujé,tamuje,Pron,Nosotros,SRC-02,1,0.8333,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000222,RHD-S1809-02331,"Taná, oder raná",Taná,366,tana,RD-002435,Tabá,Tabá,taba,Vi,Ponerse la zapeta (taparrabo que se lleva en lugar de pantalón),SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000223,RHD-S1809-02331,"Taná, oder raná",Taná,366,tana,RD-002436,Taba,Taba,taba,Vi,Luchar,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000224,RHD-S1809-02331,"Taná, oder raná",Taná,366,tana,RD-002443,Taca,Taca,taca,Vt,Tocar (instrumento musical),SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000225,RHD-S1809-02331,"Taná, oder raná",raná,366,rana,RD-001899,Racá,Racá,raca,S,Semilla,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000226,RHD-S1809-02331,"Taná, oder raná",raná,366,rana,RD-001920,Rajá,Rajá,raja,Vi,"Alumbrar, arder, quemar",SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000227,RHD-S1809-02331,"Taná, oder raná",raná,366,rana,RD-001935,Rané,Rané,rane,vi,Tener hijo,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000228,RHD-S1809-02333,Taní,Taní,366,tani,RD-002444,Tamí,Tamí,tami,Pron,"Me, a mi",SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000229,RHD-S1809-02333,Taní,Taní,366,tani,RD-002448,Tana,Tana,tana,Vt,Pedir,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000230,RHD-S1809-02333,Taní,Taní,366,tani,RD-002456,Tarí,Tarí,tari,S,Semilla (para sembrar),SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000231,RHD-S1809-02335,Tará,Tará,366,tara,RD-002435,Tabá,Tabá,taba,Vi,Ponerse la zapeta (taparrabo que se lleva en lugar de pantalón),SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000232,RHD-S1809-02335,Tará,Tará,366,tara,RD-002436,Taba,Taba,taba,Vi,Luchar,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000233,RHD-S1809-02335,Tará,Tará,366,tara,RD-002443,Taca,Taca,taca,Vt,Tocar (instrumento musical),SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000234,RHD-S1809-02351,Teéa,Teéa,366,teea,RD-002463,Teca,Teca,teca,Vt,Afinar el violín,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000235,RHD-S1809-02351,Teéa,Teéa,366,teea,RD-002468,Tera,Tera,tera,S,Telar,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000236,RHD-S1809-02351,Teéa,Teéa,366,teea,RD-002471,Teta,Teta,teta,Vt,Medir por comparación,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000237,RHD-S1809-02366,Tocó,Tocó,367,toco,RD-002480,"Tigó, ticó",ticó,tico,Vt,"Cercar, hacer (con piedra)",SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000238,RHD-S1809-02381,Tepá,Tepá,367,tepa,RD-002452,Tapa,Tapa,tapa,Vt pl,"Acarrear, traer (en las manos)",SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000239,RHD-S1809-02381,Tepá,Tepá,367,tepa,RD-002463,Teca,Teca,teca,Vt,Afinar el violín,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000240,RHD-S1809-02381,Tepá,Tepá,367,tepa,RD-002468,Tera,Tera,tera,S,Telar,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000241,RHD-S1809-02393,Terü,Terü,367,teru,RD-002468,Tera,Tera,tera,S,Telar,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000242,RHD-S1809-02393,Terü,Terü,367,teru,RD-002469,Teri,Teri,teri,Adj,Corto,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000243,RHD-S1809-02403,Togui,Togui,367,togui,RD-002494,Tohuí,Tohuí,tohui,S sing,"Muchacho, niño",SRC-02,1,0.8,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000244,RHD-S1809-02408,Tſani,Tſani,367,tsani,RD-002451,Tani,Tani,tani,Vt,Rogar,SRC-02,1,0.8,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000245,RHD-S1809-02410,Tſani- oder tſainijolájameke,Tſani-,367,tsani,RD-002451,Tani,Tani,tani,Vt,Rogar,SRC-02,1,0.8,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000246,RHD-S1809-02411,Tſani- oder tſainijoliki,Tſani-,367,tsani,RD-002451,Tani,Tani,tani,Vt,Rogar,SRC-02,1,0.8,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000247,RHD-S1809-02416,Tschapi,Tschapi,367,tschapi,RD-002493,Tochapi,Tochapi,tochapi,S,Pajarito (con pico fino; andan en muchos juntos; vienen en el tiempo de frío),SRC-02,1,0.8571,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000248,RHD-S1809-02475,Takiná,Takiná,368,takina,RD-002459,Tasina,Tasina,tasina,Adv,Por el arroyo abajito,SRC-02,1,0.8333,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
