recovery_id,graphic_key,surface_forms,occurrence_count,distinct_de_rar_record_count,de_rar_headwords,printed_pages,best_profile_class,best_profile_log_likelihood_ratio,nearest_rar_de_graphic_key,nearest_rar_de_similarity,evidence_grade,human_reviewed,decision
RHD-RREC-000486,te eja,te ejá,1,1,Scherzen,338,possible_raramuri_profile_signal,1.3578,teea,0.667,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000487,guessabe,gueſſabé,1,1,Oft,334,possible_raramuri_profile_signal,1.3573,guelube,0.625,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000488,rachpe ne ganile,rachpé ne ganíle,1,1,Geneſen,320,possible_raramuri_profile_signal,1.3572,rachtabatsaboa,0.688,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000489,nalsinae,Nalſinäe,1,1,Müßig,332,possible_raramuri_profile_signal,1.3562,nassinae,0.875,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000490,siminale,ſiminale,1,1,Wollen,351,possible_raramuri_profile_signal,1.3519,simibe,0.625,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000491,mutscna,Mutſcná,1,1,Schweigen,340,possible_raramuri_profile_signal,1.3486,mutscha,0.857,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000492,pavole,Pavolé,1,1,Melken,331,possible_raramuri_profile_signal,1.3478,patolle,0.714,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000493,nehe bonoje naligue,nehe bonoje naligué,1,1,Eigen,313,possible_raramuri_profile_signal,1.3475,,0.0,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000494,nosa,Noſá,1,1,Berühren,308,possible_raramuri_profile_signal,1.3473,noisa,0.8,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000495,pulanissa,Pulaníſſa,1,1,Sechsmal,340,possible_raramuri_profile_signal,1.3437,pulauilla,0.667,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000496,nachitutuja,Nachitutuja,1,1,Bezahlen,309,possible_raramuri_profile_signal,1.3423,nachtetuje,0.727,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000497,taslo nakirue,Taſló nakirúe,1,1,Unverdorrt,347,possible_raramuri_profile_signal,1.3413,ta guetsi joma,0.643,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000498,mu i tschapi,mu í tſchapi,1,1,Heurathen,324,possible_raramuri_profile_signal,1.34,massisipoa,0.583,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000499,nemegotle,nemegótle,1,1,Ich,326,possible_raramuri_profile_signal,1.333,nagotse,0.556,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000500,tsani- oder tsaini-joliki,Tſani- oder Tſaini-joliki,1,1,Sünde,345,possible_raramuri_profile_signal,1.3319,,0.0,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000501,lesi,Leſi,1,1,Ermüden,315,possible_raramuri_profile_signal,1.3287,lessi,0.8,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000502,tepatsa ne to,Tepatſá nè tò,1,1,Hineintragen,324,possible_raramuri_profile_signal,1.3256,ta guetsi joma,0.643,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000503,tsani- oder tsaini-jolagameke,Tſani- oder Tſaini-jolagameke,1,1,Sünder,345,possible_raramuri_profile_signal,1.3239,,0.0,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000504,melirue oder melirugameke,melirúe oder melirúgameke,1,1,Tödten,346,possible_raramuri_profile_signal,1.3179,,0.0,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000505,pedro jejela,Pedro jejéla,1,1,Mutter,332,possible_raramuri_profile_signal,1.3169,pabahischie,0.583,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000506,schupanali,Schupánali,1,1,Ziegel,352,possible_raramuri_profile_signal,1.3056,saateameke,0.5,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000507,taslo bassiruk,Taſló baſſirúk,1,1,Ungekocht,347,possible_raramuri_profile_signal,1.3021,ta guetsi joma,0.643,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000508,iche netschi tschotschonaca,iché nétſchi tſchotſchonáca,1,1,Maulſchelle,331,possible_raramuri_profile_signal,1.2998,,0.0,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000509,ichetaje mu jolala,ichétaje mú jolála,1,1,Für,319,possible_raramuri_profile_signal,1.2994,itschiguajameke,0.722,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000510,gu-lu,Gu-lu,1,1,Groß,323,possible_raramuri_profile_signal,1.2977,guelu,0.8,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000511,saniacale,Saniacále,1,1,Zimmer,352,possible_raramuri_profile_signal,1.2962,samiameke,0.556,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000512,putichaba,putichaba,1,1,Voll,349,possible_raramuri_profile_signal,1.288,putscha,0.667,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000513,nehe jolamela,Nehé jolámela,1,1,Müſſen,332,possible_raramuri_profile_signal,1.2863,nacheatule,0.615,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000514,lab tschutschu,Lab Tſchutſchú,1,1,Schrauben,339,possible_raramuri_profile_signal,1.2862,loguijameke,0.643,D_machine_possible_profile_signal,False,not_assessed
