recovery_id,graphic_key,surface_forms,occurrence_count,distinct_de_rar_record_count,de_rar_headwords,printed_pages,best_profile_class,best_profile_log_likelihood_ratio,nearest_rar_de_graphic_key,nearest_rar_de_similarity,evidence_grade,human_reviewed,decision
RHD-RREC-000167,tatlo,Tatló,1,1,Ehelos,313,strong_raramuri_profile_signal,1.8661,tat lo,0.833,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000168,cabu,Cabú,1,1,Wo,351,strong_raramuri_profile_signal,1.8654,cau,0.75,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000169,naguossaeki,Naguóſſaeki,1,1,Vierfach,348,strong_raramuri_profile_signal,1.8601,naguossani,0.818,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000170,cajeuopa,Cajéuopa,1,1,Fertig,316,strong_raramuri_profile_signal,1.8529,cajenapa,0.75,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000171,teculeke,Teculéke,1,1,Felſen,316,strong_raramuri_profile_signal,1.8411,tetuleke,0.875,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000172,netejameke,Netéjameke,1,1,Erſchaffer,315,strong_raramuri_profile_signal,1.8353,neteijameke,0.909,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000173,telsivuati,Telſivuati,1,1,Bedrängt,308,strong_raramuri_profile_signal,1.822,telsiguati,0.9,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000174,mukisati,Mukiſati,1,1,Vergänglich,347,strong_raramuri_profile_signal,1.8193,mukiiati,0.875,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000175,sriameke,Sriameke,1,1,Satan,338,strong_raramuri_profile_signal,1.8174,samiameke,0.778,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000176,acasi,Acaſí,1,1,Speyen,342,strong_raramuri_profile_signal,1.8085,acatsi,0.833,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000177,uilulu,Uilulú,1,1,Nachteule,333,strong_raramuri_profile_signal,1.8078,ululu,0.833,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000178,teisiguati,Teiſiguati,1,1,Unglücklich,347,strong_raramuri_profile_signal,1.8051,telsiguati,0.9,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000179,totoli,Totolí,1,1,Huhn,325,strong_raramuri_profile_signal,1.8008,toroli,0.833,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000180,hipe hoinela,Hipé hoinéla,1,1,Heut,324,strong_raramuri_profile_signal,1.7986,hipehoinela,0.917,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000181,lesiameke,Leſiameke,1,1,Ermüden,315,strong_raramuri_profile_signal,1.7939,lessiameke,0.9,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000182,jassa,Jaſſá,1,1,Sitzen,341,strong_raramuri_profile_signal,1.7921,jassala,0.714,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000183,kepa,Kepä,1,1,Schneyen,339,strong_raramuri_profile_signal,1.7907,keta,0.75,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000184,joje,Jojé,1,1,Gebährerin,319,strong_raramuri_profile_signal,1.7848,jeje,0.75,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000185,puguee,puguèe,1,1,Hoffen,325,strong_raramuri_profile_signal,1.7799,pugue,0.833,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000186,tschutscheliameke,Tſchutſcheliameke,1,1,Salben,338,strong_raramuri_profile_signal,1.7772,tschitschiameke,0.824,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000187,igue galala huccu,igué galála huccu,1,1,Brav,310,strong_raramuri_profile_signal,1.7622,itschiguajameke,0.706,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000188,teeja,Teejá,1,1,Scherzhaft,338,strong_raramuri_profile_signal,1.7607,teea,0.8,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000189,letsi,Letſi,1,1,Ermatten,315,strong_raramuri_profile_signal,1.7585,lessi,0.8,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000190,pabahitschic,Pabahitſchic,1,1,Sumpfig,345,strong_raramuri_profile_signal,1.7553,pabahischie,0.833,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000191,saaeameke,Saaéameke,1,1,Sandig,338,strong_raramuri_profile_signal,1.7539,saateameke,0.9,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000192,maitsaca,Maitſáca,1,1,Mond,332,strong_raramuri_profile_signal,1.7538,mataca,0.75,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000193,honeameke,honéameke,1,1,Waizen,350,strong_raramuri_profile_signal,1.748,humeameke,0.778,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000194,echutschiruc,echutſchiruc,1,1,Säen,338,strong_raramuri_profile_signal,1.7391,echtschiruc,0.917,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000195,siga,ſiga,1,1,Da,311,strong_raramuri_profile_signal,1.7326,sika,0.75,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000196,neligoli,Neligóli,1,1,Wolf,351,strong_raramuri_profile_signal,1.7304,naligoli,0.875,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000197,curschigua,Curſchigua,1,1,Kind,326,strong_raramuri_profile_signal,1.7272,cutschigua,0.9,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000198,tuschiki,Tuſchíki,1,1,Staub,343,strong_raramuri_profile_signal,1.7102,tschini,0.75,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000199,seguina,Seguiná,1,1,Packen,334,strong_raramuri_profile_signal,1.7054,segui,0.714,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000200,teposi,Tepóſi,1,1,Maulwurf,331,strong_raramuri_profile_signal,1.705,tepoli,0.833,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000201,tepuna,Tepuná,1,1,Zerreiſſen,352,strong_raramuri_profile_signal,1.704,tepula,0.833,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000202,guechtichiki,Guechtíchiki,1,1,Fallen,316,strong_raramuri_profile_signal,1.6951,guechtschic,0.75,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000203,vassutschi,Vaſſútſchi,1,1,"Bad, Warmbad",305,strong_raramuri_profile_signal,1.6891,vassuritschi,0.833,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000204,teca,Tecá,1,1,Begraben,308,strong_raramuri_profile_signal,1.6864,teea,0.75,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000205,sepala,Sepála,1,1,Körper,327,strong_raramuri_profile_signal,1.6863,sapala,0.833,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000206,tlestatacameke,Tleſtatäcameke,1,1,Roth,338,strong_raramuri_profile_signal,1.6782,tlestataccameke,0.933,B_machine_documentary_signal,False,not_assessed
RHD-RREC-000207,iki,Iki,1,1,Beiſſen,308,strong_raramuri_profile_signal,3.0309,ibe,0.333,C_machine_profile_signal,False,not_assessed
RHD-RREC-000208,jukiki,Jukíki,1,1,Regen,336,strong_raramuri_profile_signal,2.846,juki,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000209,pitschiguali,Pitſchiguali,1,1,Wahrheit,349,strong_raramuri_profile_signal,2.6804,pitschige,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000210,jelaliki,Jelalíki,1,1,Willen,351,strong_raramuri_profile_signal,2.6122,jomeiki,0.5,C_machine_profile_signal,False,not_assessed
RHD-RREC-000211,ogueameke,Oguéameke,1,1,Arzney,304,strong_raramuri_profile_signal,2.5524,ocanica,0.444,C_machine_profile_signal,False,not_assessed
RHD-RREC-000212,tkitsiki,Tkitsiki,1,1,Ekel haben,313,strong_raramuri_profile_signal,2.5504,taiteke,0.5,C_machine_profile_signal,False,not_assessed
RHD-RREC-000213,pougua guitschia,Pouguá guitſchía,1,1,Schafpelz,338,strong_raramuri_profile_signal,2.5321,pitschaburameke,0.688,C_machine_profile_signal,False,not_assessed
RHD-RREC-000214,hipeguitaje,Hipéguitaje,1,1,Derswegen,312,strong_raramuri_profile_signal,2.5051,haagameke,0.545,C_machine_profile_signal,False,not_assessed
RHD-RREC-000215,elaguitaje,Elaguitaje,1,1,Derswegen,312,strong_raramuri_profile_signal,2.4913,echsamela,0.5,C_machine_profile_signal,False,not_assessed
RHD-RREC-000216,tsiaca,Tſiáca,1,1,Saite,338,strong_raramuri_profile_signal,2.4434,taica,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000217,jolali,Jolali,1,1,That,346,strong_raramuri_profile_signal,2.4142,jola,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000218,patschiki,patſchiki,1,1,Waizen,350,strong_raramuri_profile_signal,2.4134,pataliki,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000219,juma guetsi,Jumá guetſi,1,1,Allenthalben,301,strong_raramuri_profile_signal,2.4061,jachcala,0.545,C_machine_profile_signal,False,not_assessed
RHD-RREC-000220,naguo pamivaliki,naguó Pamivaliki,1,1,Vier,348,strong_raramuri_profile_signal,2.4052,nachpigualeke,0.688,C_machine_profile_signal,False,not_assessed
RHD-RREC-000221,guauguerugameke,Guauguérúgameke,1,1,Gebraten,320,strong_raramuri_profile_signal,2.3995,gala ta simega,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000222,ulala,Ulalä,1,1,Eule,316,strong_raramuri_profile_signal,2.3746,ululu,0.6,C_machine_profile_signal,False,not_assessed
RHD-RREC-000223,ogajameke,Ogájameke,1,1,Heilend,324,strong_raramuri_profile_signal,2.3556,ocanica,0.444,C_machine_profile_signal,False,not_assessed
RHD-RREC-000224,galala,galála,1,1,Recht,336,strong_raramuri_profile_signal,2.3531,gala,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000225,pouguaca jumarugameke,Pouguáca jumarúgameke,1,1,Widder,350,strong_raramuri_profile_signal,2.3529,,0.0,C_machine_profile_signal,False,not_assessed
RHD-RREC-000226,mukila,mukíla,1,1,Geiß,320,strong_raramuri_profile_signal,2.3508,muki,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000227,hulirugameke,Hulirúgameke,1,1,Abſchicken,301,strong_raramuri_profile_signal,2.3421,haagameke,0.583,C_machine_profile_signal,False,not_assessed
RHD-RREC-000228,tsanijameke,Tſaníjameke,1,1,Bejahen,308,strong_raramuri_profile_signal,2.3279,taragameke,0.636,C_machine_profile_signal,False,not_assessed
RHD-RREC-000229,piltchiguali,Piltchiguali,1,1,Glaube,322,strong_raramuri_profile_signal,2.296,pabahischie,0.583,C_machine_profile_signal,False,not_assessed
RHD-RREC-000230,reguameke,Reguámeke,1,1,Benennt,308,strong_raramuri_profile_signal,2.2951,rosacameke,0.6,C_machine_profile_signal,False,not_assessed
RHD-RREC-000231,lotschiki,Lótſchiki,1,1,Löffel,330,strong_raramuri_profile_signal,2.2708,lavaca,0.444,C_machine_profile_signal,False,not_assessed
RHD-RREC-000232,holirugameke,holirúgameke,1,1,Waizen,350,strong_raramuri_profile_signal,2.2694,haagameke,0.583,C_machine_profile_signal,False,not_assessed
RHD-RREC-000233,mahaguiki,Mahaguiki,1,1,Furcht,319,strong_raramuri_profile_signal,2.2659,maguali,0.556,C_machine_profile_signal,False,not_assessed
RHD-RREC-000234,kepunaguitaje,Kepunaguitaje,1,1,Derswegen,312,strong_raramuri_profile_signal,2.2475,kibelaguitaje,0.692,C_machine_profile_signal,False,not_assessed
RHD-RREC-000235,bucali,Bucali,1,1,Rückwärts,338,strong_raramuri_profile_signal,2.2381,babali,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000236,mapuguitaje,Mapuguitaje,1,1,Dieweil,312,strong_raramuri_profile_signal,2.2246,massisipoa,0.545,C_machine_profile_signal,False,not_assessed
RHD-RREC-000237,bouguapiki,Bouguapiki,1,1,Fell,316,strong_raramuri_profile_signal,2.224,bacaguaca,0.5,C_machine_profile_signal,False,not_assessed
RHD-RREC-000238,etseguitaje,Etſeguitaje,1,1,Derswegen,312,strong_raramuri_profile_signal,2.2198,echsamela,0.545,C_machine_profile_signal,False,not_assessed
RHD-RREC-000239,suguisimi,Suguíſimi,1,1,Lernen,330,strong_raramuri_profile_signal,2.2176,sauguiki,0.556,C_machine_profile_signal,False,not_assessed
RHD-RREC-000240,tessiguajameke,Teſſiguájameke,1,1,Schwermüthig,340,strong_raramuri_profile_signal,2.2085,ta guetsi joma,0.643,C_machine_profile_signal,False,not_assessed
RHD-RREC-000241,cusi guelu,Cuſi guelü,1,1,Stange,343,strong_raramuri_profile_signal,2.2047,cachcanali,0.5,C_machine_profile_signal,False,not_assessed
RHD-RREC-000242,napoami,Napoámi,1,1,Zuſammenkunft,352,strong_raramuri_profile_signal,2.1877,najasi,0.571,C_machine_profile_signal,False,not_assessed
RHD-RREC-000243,mamatsiki,Mamatsiki,1,1,Beten,309,strong_raramuri_profile_signal,2.1864,matschi,0.556,C_machine_profile_signal,False,not_assessed
RHD-RREC-000244,jumamatsigameke,Jumámatsigameke,1,1,Allwiſſend,301,strong_raramuri_profile_signal,2.1847,jumajumajameke,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000245,jauguirameke,Jauguirameke,1,1,Tänzer,346,strong_raramuri_profile_signal,2.1827,jolajameka,0.583,C_machine_profile_signal,False,not_assessed
RHD-RREC-000246,kitsaoaje,Kitſaóaje,1,1,Siebenter,341,strong_raramuri_profile_signal,2.1762,kitsaoco,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000247,tschichpipoa,Tſchichpipoa,1,1,Feuer ſchlagen,317,strong_raramuri_profile_signal,2.1649,ta guetsi joma,0.643,C_machine_profile_signal,False,not_assessed
RHD-RREC-000248,cugue simiba,Cugué ſimiba,1,1,Nacht,333,strong_raramuri_profile_signal,2.1602,cachcanali,0.583,C_machine_profile_signal,False,not_assessed
RHD-RREC-000249,kitaje,kitaje,1,1,Wegen,350,strong_raramuri_profile_signal,2.1569,kinabe,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000250,ipagatugameke,Ipagatúgameke,1,1,Getauft,321,strong_raramuri_profile_signal,2.1534,ibe hoinela,0.615,C_machine_profile_signal,False,not_assessed
RHD-RREC-000251,ekila,ekila,1,1,Viel,348,strong_raramuri_profile_signal,2.1494,eki,0.6,C_machine_profile_signal,False,not_assessed
RHD-RREC-000252,pichicoliki,Pichicoliki,1,1,Topf,346,strong_raramuri_profile_signal,2.1414,pabahischie,0.545,C_machine_profile_signal,False,not_assessed
RHD-RREC-000253,lomiki,Lomiki,1,1,Weich ſeyn,350,strong_raramuri_profile_signal,2.1336,logui,0.5,C_machine_profile_signal,False,not_assessed
RHD-RREC-000254,gassirugameke,Gaſſirúgameke,1,1,Scherben,338,strong_raramuri_profile_signal,2.1301,gala ta simega,0.643,C_machine_profile_signal,False,not_assessed
RHD-RREC-000255,guaconana,Guacónana,1,1,Rechts,336,strong_raramuri_profile_signal,2.1222,guakina,0.556,C_machine_profile_signal,False,not_assessed
RHD-RREC-000256,ta schuguiameke,Tá ſchuguiameke,1,1,Unendlich,347,strong_raramuri_profile_signal,2.1014,ta guetsi joma,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000257,pile cusiki,Pilé cusíki,1,1,Elle,314,strong_raramuri_profile_signal,2.0959,pabahischie,0.545,C_machine_profile_signal,False,not_assessed
RHD-RREC-000258,ta sapeameke,Tá ſapéameke,1,1,Mager,331,strong_raramuri_profile_signal,2.0719,taragameke,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000259,oca pamivali,ocá pamivali,1,1,Jahr,325,strong_raramuri_profile_signal,2.0676,ossanaguessa,0.583,C_machine_profile_signal,False,not_assessed
RHD-RREC-000260,caio,caió,1,1,Bringen,310,strong_raramuri_profile_signal,2.055,caita,0.6,C_machine_profile_signal,False,not_assessed
RHD-RREC-000261,ta mukilatiameke,tá mukílatiameke,1,1,Sterblich,344,strong_raramuri_profile_signal,2.0494,ta guetsi joma,0.688,C_machine_profile_signal,False,not_assessed
RHD-RREC-000262,matschirujegameke,Matſchirujegámeke,1,1,Lehrling,329,strong_raramuri_profile_signal,2.0486,,0.0,C_machine_profile_signal,False,not_assessed
RHD-RREC-000263,lakiki,lakiki,1,1,Waizen,350,strong_raramuri_profile_signal,2.042,laca,0.333,C_machine_profile_signal,False,not_assessed
RHD-RREC-000264,bucuameke,Bucúameke,1,1,Viehiſch,348,strong_raramuri_profile_signal,2.037,bajeameke,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000265,galatsaneliameke,Galatſaneliameke,1,1,Geſegnet,320,strong_raramuri_profile_signal,2.0353,gala ta simega,0.688,C_machine_profile_signal,False,not_assessed
RHD-RREC-000266,gabassirugameke,gabaſſirúgameke,1,1,Kochen,326,strong_raramuri_profile_signal,2.0301,gala ta simega,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000267,jolaboa,Joláboa,1,1,Müſſen,332,strong_raramuri_profile_signal,1.9875,jola,0.571,C_machine_profile_signal,False,not_assessed
RHD-RREC-000268,khuta ta simega,Khuta ta ſimega,1,1,Klein,326,strong_raramuri_profile_signal,1.9772,kachkagameke,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000269,ta mahajameke,Tá mahajámeke,1,1,Unerſchrocken,347,strong_raramuri_profile_signal,1.9751,ta guetsi joma,0.643,C_machine_profile_signal,False,not_assessed
RHD-RREC-000270,tassuviki,Taſſuviki,1,1,Stricklein,344,strong_raramuri_profile_signal,1.9706,taliki,0.556,C_machine_profile_signal,False,not_assessed
RHD-RREC-000271,matschirujelila,Matſchirújelilá,1,1,Unterricht,347,strong_raramuri_profile_signal,1.9682,melirugameke,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000272,hassagua,Haſſaguá,1,1,"Aufſtehen, vom Tode",304,strong_raramuri_profile_signal,1.9613,halaguala,0.556,C_machine_profile_signal,False,not_assessed
RHD-RREC-000273,igue mugujola,igue mugújola,1,1,Dürfen,313,strong_raramuri_profile_signal,1.9509,ibe hoinela,0.615,C_machine_profile_signal,False,not_assessed
RHD-RREC-000274,muki cuneameke,Muki cunéameke,1,1,Eheweib,313,strong_raramuri_profile_signal,1.9498,matschisimi,0.643,C_machine_profile_signal,False,not_assessed
RHD-RREC-000275,cuu,Cuú,1,1,Roß,338,strong_raramuri_profile_signal,1.921,cau,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000276,oguesameke,Oguésameke,1,1,Hülfsmittel,325,strong_raramuri_profile_signal,1.9116,ocanica,0.5,C_machine_profile_signal,False,not_assessed
RHD-RREC-000277,ta bassigameke,Tá baſſigameke,1,1,Unzeitig,347,strong_raramuri_profile_signal,1.9058,ta guetsi joma,0.643,C_machine_profile_signal,False,not_assessed
RHD-RREC-000278,baica pami,baica pami,1,1,Jahr,325,strong_raramuri_profile_signal,1.9017,baicataje,0.6,C_machine_profile_signal,False,not_assessed
RHD-RREC-000279,guelsa,guelſa,1,1,Viel,348,strong_raramuri_profile_signal,1.901,guala,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000280,nacoja,Nacója,1,1,Streiten,344,strong_raramuri_profile_signal,1.8953,natoia,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000281,batla ne nagua,Batlá né naguá,1,1,Vorkommen,349,strong_raramuri_profile_signal,1.873,bacalatschi,0.643,C_machine_profile_signal,False,not_assessed
RHD-RREC-000282,vuollaguaca s,Vuóllaguáca ſ,1,1,Ziegelerde,352,strong_raramuri_profile_signal,1.8676,vuossaguaca,0.692,C_machine_profile_signal,False,not_assessed
RHD-RREC-000283,hallaguaruje,hallaguáruje,1,1,Erwecken,315,strong_raramuri_profile_signal,1.8633,haagameke,0.583,C_machine_profile_signal,False,not_assessed
RHD-RREC-000284,tacucu,Tacúcu,1,1,Palmbaum,334,strong_raramuri_profile_signal,1.8613,tacupe,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000285,vakisimi,vakiſimi,1,1,Lernen,330,strong_raramuri_profile_signal,1.8575,vakitsi,0.625,C_machine_profile_signal,False,not_assessed
RHD-RREC-000286,ibe motschiameke,Ibe motſchiameke,1,1,Eingebohrner,313,strong_raramuri_profile_signal,1.8572,itschiguajameke,0.688,C_machine_profile_signal,False,not_assessed
RHD-RREC-000287,etleeguitaje,etléeguitaje,1,1,Wegen,350,strong_raramuri_profile_signal,1.8554,echsamela,0.583,C_machine_profile_signal,False,not_assessed
RHD-RREC-000288,coanale,coánale,1,1,Wollen,351,strong_raramuri_profile_signal,1.8515,cole,0.571,C_machine_profile_signal,False,not_assessed
RHD-RREC-000289,baica maitsaca,Baica maitſáca,1,1,Vierteljährig,349,strong_raramuri_profile_signal,1.8486,bacalatschi,0.643,C_machine_profile_signal,False,not_assessed
RHD-RREC-000290,bea mu naguaca,bea mu naguáca,1,1,Zeitlich,352,strong_raramuri_profile_signal,1.8457,bacalatschi,0.643,C_machine_profile_signal,False,not_assessed
RHD-RREC-000291,tschapeke,Tſchapéke,1,1,Kienholz zum Brennen,326,strong_raramuri_profile_signal,1.8451,techteke,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000292,juma tscha,jumá tſcha,1,1,Krätze,327,strong_raramuri_profile_signal,1.8358,jachcala,0.5,C_machine_profile_signal,False,not_assessed
RHD-RREC-000293,cotschine simi,Cotſchiné ſimi,1,1,Einſchlafen,314,strong_raramuri_profile_signal,1.833,calitschiki,0.643,C_machine_profile_signal,False,not_assessed
RHD-RREC-000294,rui,ruí,1,1,Sagen,338,strong_raramuri_profile_signal,1.8283,rogui,0.6,C_machine_profile_signal,False,not_assessed
RHD-RREC-000295,repagatigameke,Repágatigameke,1,1,Oberer,334,strong_raramuri_profile_signal,1.8275,rachtabatsaboa,0.643,C_machine_profile_signal,False,not_assessed
RHD-RREC-000296,ta neoca,Tá néóca,1,1,Redlos,336,strong_raramuri_profile_signal,1.825,tabelaca,0.5,C_machine_profile_signal,False,not_assessed
RHD-RREC-000297,pauguiman ki,Pauguiman ki,1,1,See,340,strong_raramuri_profile_signal,1.8132,pabahischie,0.583,C_machine_profile_signal,False,not_assessed
RHD-RREC-000298,malala,Malála,1,1,Tochter,346,strong_raramuri_profile_signal,1.8104,mataca,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000299,ketegue,Ketegué,1,1,Beſchauen,308,strong_raramuri_profile_signal,1.8021,keke,0.429,C_machine_profile_signal,False,not_assessed
RHD-RREC-000300,teculu,Teculú,1,1,Berauſchen,308,strong_raramuri_profile_signal,1.7992,tepula,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000301,tschichi pilaca,Tſchichi piláca,1,1,Stahl,343,strong_raramuri_profile_signal,1.7971,ta guetsi joma,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000302,jolago,jolágo,1,1,Gehen,320,strong_raramuri_profile_signal,1.794,jola,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000303,cassini,Caſſini,1,1,Brechen,310,strong_raramuri_profile_signal,1.7892,caisiniki,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000304,eratschic guiki,eratſchic guiki,1,1,Vor,349,strong_raramuri_profile_signal,1.7804,etschaguoameke,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000305,honaca,Honáca,1,1,Salz,338,strong_raramuri_profile_signal,1.78,hoca,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000306,mapatsaca,Mapatſaca,1,1,Kamiſol,326,strong_raramuri_profile_signal,1.7775,mataca,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000307,rachpe sapaca,rachpé ſapáca,1,1,Biſchen,309,strong_raramuri_profile_signal,1.77,rachtabatsaboa,0.643,C_machine_profile_signal,False,not_assessed
RHD-RREC-000308,tele uliameke,telé ulíameke,1,1,Stein,344,strong_raramuri_profile_signal,1.7697,teculuameke,0.692,C_machine_profile_signal,False,not_assessed
RHD-RREC-000309,tehoje muki tschapirujelila,Tehoje muki tſchapirujelilá,1,1,Ehe,313,strong_raramuri_profile_signal,1.7667,,0.0,C_machine_profile_signal,False,not_assessed
RHD-RREC-000310,ta ne pigue,Tá né pigué,1,1,Leugnen,330,strong_raramuri_profile_signal,1.7634,t-fligua,0.545,C_machine_profile_signal,False,not_assessed
RHD-RREC-000311,sineyi pamivaliki,ſineyi pamivaliki,1,1,Jahr,325,strong_raramuri_profile_signal,1.7609,,0.0,C_machine_profile_signal,False,not_assessed
RHD-RREC-000312,macoeke nulalila,Macoéke nulálila,1,1,Gebot,320,strong_raramuri_profile_signal,1.7601,mukiiatiameke,0.688,C_machine_profile_signal,False,not_assessed
RHD-RREC-000313,guenomi tschiperameke,Guenomi tſchipérameke,1,1,Blech,309,strong_raramuri_profile_signal,1.7594,,0.0,C_machine_profile_signal,False,not_assessed
RHD-RREC-000314,meke,Méke,1,1,Aloe,301,strong_raramuri_profile_signal,1.7594,mea,0.5,C_machine_profile_signal,False,not_assessed
RHD-RREC-000315,ropala,Ropála,1,1,Schooß,339,strong_raramuri_profile_signal,1.7584,rohaca,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000316,matichirujegameke,Matichirujégameke,1,1,Schüler,340,strong_raramuri_profile_signal,1.7558,,0.0,C_machine_profile_signal,False,not_assessed
RHD-RREC-000317,tamatischigameke,Támatiſchigameke,1,1,Blind,309,strong_raramuri_profile_signal,1.7546,ta guetsi joma,0.688,C_machine_profile_signal,False,not_assessed
RHD-RREC-000318,ta leva,tá léva,1,1,Ungleich,347,strong_raramuri_profile_signal,1.7518,tajena,0.571,C_machine_profile_signal,False,not_assessed
RHD-RREC-000319,ta mukisati,Tá mukiſati,1,1,Unſterblich,347,strong_raramuri_profile_signal,1.7505,t-fligua,0.545,C_machine_profile_signal,False,not_assessed
RHD-RREC-000320,ossanaguessa macoek,Oſſanaguéſſa macóek,1,1,Acht,301,strong_raramuri_profile_signal,1.7476,,0.0,C_machine_profile_signal,False,not_assessed
RHD-RREC-000321,macoek nulalila,Macoëk nulálila,1,1,Zehn,352,strong_raramuri_profile_signal,1.7469,melirugameke,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000322,mu jolala,mú jolála,1,1,Für,319,strong_raramuri_profile_signal,1.7406,mujaba,0.556,C_machine_profile_signal,False,not_assessed
RHD-RREC-000323,coseke,coſéke,1,1,Lang,328,strong_raramuri_profile_signal,1.7397,cosiki,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000324,tschichpiopa,Tſchichpiopa,1,1,Feuer,317,strong_raramuri_profile_signal,1.7354,ta guetsi joma,0.643,C_machine_profile_signal,False,not_assessed
RHD-RREC-000325,massibula,Maſſibula,1,1,Band,306,strong_raramuri_profile_signal,1.7291,massisipoa,0.6,C_machine_profile_signal,False,not_assessed
RHD-RREC-000326,uame,Uáme,1,1,Spielplatz,343,strong_raramuri_profile_signal,1.7213,ule,0.5,C_machine_profile_signal,False,not_assessed
RHD-RREC-000327,hamu naliguetsa,hámú naliguetſá,1,1,Beſitzen,308,strong_raramuri_profile_signal,1.7208,haleseatschic,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000328,jolatsamu,jolátſamú,1,1,Fragen,318,strong_raramuri_profile_signal,1.7206,jachcala,0.444,C_machine_profile_signal,False,not_assessed
RHD-RREC-000329,maratsi,Marátſi,1,1,Zwillinge,353,strong_raramuri_profile_signal,1.7129,maga,0.429,C_machine_profile_signal,False,not_assessed
RHD-RREC-000330,cambalatschi mukila,Cambalátſchi mukíla,1,1,Ziege,352,strong_raramuri_profile_signal,1.7128,,0.0,C_machine_profile_signal,False,not_assessed
