concordance_id,graphic_key,rar_de_record_id,rar_de_form,rar_de_german_gloss,rar_de_page,de_rar_record_id,de_rar_headword,de_rar_page,reciprocal_german_support,reciprocal_support_type,human_reviewed,decision
RHD-ICONC-000494,guitschila,RHD-S1809-01858,Guitſchila,Haut,357,RHD-S1809-00166,Balg,306,false,none,false,not_assessed
RHD-ICONC-000495,guitschila,RHD-S1809-01858,Guitſchila,Haut,357,RHD-S1809-01640,Zwirn,353,false,none,false,not_assessed
RHD-ICONC-000496,haagameke,RHD-S1809-01865,Haagameke,Belebt,357,RHD-S1809-00238,Beſeelt,308,false,none,false,not_assessed
RHD-ICONC-000497,halaguala,RHD-S1809-01866,Halaguála,"das Leben, s",357,RHD-S1809-01171,Seele,340,false,none,false,not_assessed
RHD-ICONC-000498,hali,RHD-S1809-01871,Halí,oder harí,358,RHD-S1809-00530,Fragen,318,false,none,false,not_assessed
RHD-ICONC-000499,haliruc,RHD-S1809-01872,Háliruc,"Maulthiertreiber, s",358,RHD-S1809-00459,Eſeltreiber,315,false,none,false,not_assessed
RHD-ICONC-000500,haliruc,RHD-S1809-01872,Háliruc,"Maulthiertreiber, s",358,RHD-S1809-00911,Mauleſeltreiber,331,false,none,false,not_assessed
RHD-ICONC-000501,heregugui,RHD-S1809-01877,Hereguguí,Zusammenrotten,358,RHD-S1809-01628,Zuſammengekoppelt,352,false,none,false,not_assessed
RHD-ICONC-000502,hiasi,RHD-S1809-01881,Hiáſi,"vielfach, machet hurtig",358,RHD-S1809-00541,Friſch,319,false,none,false,not_assessed
RHD-ICONC-000503,hiasi,RHD-S1809-01881,Hiáſi,"vielfach, machet hurtig",358,RHD-S1809-00599,Geſchwind,320,false,none,false,not_assessed
RHD-ICONC-000504,hipe,RHD-S1809-01882,Hipe,Itzt,358,RHD-S1809-00708,Heut,324,false,none,false,not_assessed
RHD-ICONC-000505,hipeba,RHD-S1809-01883,Hipéba,Heute,358,RHD-S1809-00708,Heut,324,false,none,false,not_assessed
RHD-ICONC-000506,hipeco,RHD-S1809-01884,Hipeco,Alſogleich,358,RHD-S1809-00578,Gehen,320,false,none,false,not_assessed
RHD-ICONC-000507,hipela,RHD-S1809-01886,Hípela,"Itzt gleich, dieſen Augenblick",358,RHD-S1809-00025,"Alſobald, alſogleich",302,false,none,false,not_assessed
RHD-ICONC-000508,hipela,RHD-S1809-01886,Hípela,"Itzt gleich, dieſen Augenblick",358,RHD-S1809-00165,Bald,306,false,none,false,not_assessed
RHD-ICONC-000509,hipela,RHD-S1809-01886,Hípela,"Itzt gleich, dieſen Augenblick",358,RHD-S1809-01385,Unlängst,347,false,none,false,not_assessed
RHD-ICONC-000510,hipela,RHD-S1809-01886,Hípela,"Itzt gleich, dieſen Augenblick",358,RHD-S1809-01402,Unverzüglich,347,false,none,false,not_assessed
RHD-ICONC-000511,hochcoco,RHD-S1809-01888,Hochcóco,ſ,358,RHD-S1809-00189,Baum,307,false,none,false,not_assessed
RHD-ICONC-000512,hoguila,RHD-S1809-01890,Hoguila,Männchen,358,RHD-S1809-00584,Geiß,320,false,none,false,not_assessed
RHD-ICONC-000513,hoguila,RHD-S1809-01890,Hoguila,Männchen,358,RHD-S1809-00853,Lamm,328,false,none,false,not_assessed
RHD-ICONC-000514,hoje,RHD-S1809-01894,Hóje,"Fortſchreiten, gehen",358,RHD-S1809-01142,Schreiten,340,false,none,false,not_assessed
RHD-ICONC-000515,hologua,RHD-S1809-01895,Hologuá,"Miſchen, Umrühren",358,RHD-S1809-00924,Mengen,331,false,none,false,not_assessed
RHD-ICONC-000516,hologua,RHD-S1809-01895,Hologuá,"Miſchen, Umrühren",358,RHD-S1809-01053,Rühren,338,false,none,false,not_assessed
RHD-ICONC-000517,hologua,RHD-S1809-01895,Hologuá,"Miſchen, Umrühren",358,RHD-S1809-01450,Vermengen,348,false,none,false,not_assessed
RHD-ICONC-000518,hosseliki,RHD-S1809-01897,Hoſſeliki,Pappier,358,RHD-S1809-00272,Blatt,309,false,none,false,not_assessed
RHD-ICONC-000519,hosseliki,RHD-S1809-01897,Hoſſeliki,Pappier,358,RHD-S1809-00298,Brief,310,false,none,false,not_assessed
RHD-ICONC-000520,hosseliki,RHD-S1809-01897,Hoſſeliki,Pappier,358,RHD-S1809-00313,Buch,311,false,none,false,not_assessed
RHD-ICONC-000521,hosseliki,RHD-S1809-01897,Hoſſeliki,Pappier,358,RHD-S1809-00998,Papier,335,false,none,false,not_assessed
RHD-ICONC-000522,hosseliki,RHD-S1809-01897,Hoſſeliki,Pappier,358,RHD-S1809-01144,Schrift,340,false,none,false,not_assessed
RHD-ICONC-000523,hula,RHD-S1809-01901,Hulá,"Schicken, senden",358,RHD-S1809-00007,Abſchicken,301,false,none,false,not_assessed
RHD-ICONC-000524,hula,RHD-S1809-01901,Hulá,"Schicken, senden",358,RHD-S1809-01506,Vorſchicken,349,false,none,false,not_assessed
RHD-ICONC-000525,huli,RHD-S1809-01902,Húli,s,358,RHD-S1809-00089,Anderer,302,false,none,false,not_assessed
RHD-ICONC-000526,huli,RHD-S1809-01902,Húli,s,358,RHD-S1809-00754,Ja,325,false,none,false,not_assessed
RHD-ICONC-000527,huli,RHD-S1809-01902,Húli,s,358,RHD-S1809-01549,Wiederholen,351,false,none,false,not_assessed
RHD-ICONC-000528,huli,RHD-S1809-01903,Huli,"Ein anderer, anderes",358,RHD-S1809-00754,Ja,325,false,none,false,not_assessed
RHD-ICONC-000529,huli,RHD-S1809-01903,Huli,"Ein anderer, anderes",358,RHD-S1809-01549,Wiederholen,351,false,none,false,not_assessed
RHD-ICONC-000530,hulugui,RHD-S1809-01904,Huluguí,Eidechs,358,RHD-S1809-00383,Eidechſe,313,false,none,false,not_assessed
RHD-ICONC-000531,huma,RHD-S1809-01905,Humá,"Laufen, fliehen, ſich flüchten",358,RHD-S1809-01227,Spiel,342,false,none,false,not_assessed
RHD-ICONC-000532,humeameke,RHD-S1809-01906,Humeameke,Flüchtling,358,RHD-S1809-00520,Flüchtig,318,false,none,false,not_assessed
RHD-ICONC-000533,humeameke,RHD-S1809-01906,Humeameke,Flüchtling,358,RHD-S1809-01360,Ueberläufer,346,false,none,false,not_assessed
RHD-ICONC-000534,hune,RHD-S1809-01907,Hune,ſ,358,RHD-S1809-00022,Allerdings,301,false,none,false,not_assessed
RHD-ICONC-000535,hune,RHD-S1809-01907,Hune,ſ,358,RHD-S1809-00754,Ja,325,false,none,false,not_assessed
RHD-ICONC-000536,ibe,RHD-S1809-01912,Ibe,Da,358,RHD-S1809-00389,Eingebohrner,313,false,none,false,not_assessed
RHD-ICONC-000537,ibe,RHD-S1809-01912,Ibe,Da,358,RHD-S1809-00886,Liegen,330,false,none,false,not_assessed
RHD-ICONC-000538,ibe,RHD-S1809-01912,Ibe,Da,358,RHD-S1809-01263,Stehen,344,false,none,false,not_assessed
RHD-ICONC-000539,iche,RHD-S1809-01914,Iché,Dieſer,358,RHD-S1809-00325,Derſelbe,312,false,none,false,not_assessed
RHD-ICONC-000540,iche,RHD-S1809-01914,Iché,Dieſer,358,RHD-S1809-00548,Für,319,false,none,false,not_assessed
RHD-ICONC-000541,iche,RHD-S1809-01914,Iché,Dieſer,358,RHD-S1809-00662,Hart,323,false,none,false,not_assessed
RHD-ICONC-000542,iche,RHD-S1809-01914,Iché,Dieſer,358,RHD-S1809-00754,Ja,325,false,none,false,not_assessed
RHD-ICONC-000543,iche,RHD-S1809-01914,Iché,Dieſer,358,RHD-S1809-00912,Maulſchelle,331,false,none,false,not_assessed
RHD-ICONC-000544,iche,RHD-S1809-01914,Iché,Dieſer,358,RHD-S1809-01614,Zugehören,352,false,none,false,not_assessed
RHD-ICONC-000545,igue,RHD-S1809-01922,Igue,Sehr,359,RHD-S1809-00292,Brav,310,false,none,false,not_assessed
RHD-ICONC-000546,igue,RHD-S1809-01922,Igue,Sehr,359,RHD-S1809-00362,Dürfen,313,false,none,false,not_assessed
RHD-ICONC-000547,igue,RHD-S1809-01922,Igue,Sehr,359,RHD-S1809-00598,Geſchmack,320,false,none,false,not_assessed
RHD-ICONC-000548,igue,RHD-S1809-01922,Igue,Sehr,359,RHD-S1809-00662,Hart,323,false,none,false,not_assessed
RHD-ICONC-000549,igue,RHD-S1809-01922,Igue,Sehr,359,RHD-S1809-00674,Heiß,324,false,none,false,not_assessed
RHD-ICONC-000550,igue,RHD-S1809-01922,Igue,Sehr,359,RHD-S1809-01127,Schmackhaft,339,false,none,false,not_assessed
RHD-ICONC-000551,igue,RHD-S1809-01922,Igue,Sehr,359,RHD-S1809-01173,Sehe,340,false,none,false,not_assessed
RHD-ICONC-000552,igue,RHD-S1809-01922,Igue,Sehr,359,RHD-S1809-01358,Ueberaus,346,false,none,false,not_assessed
RHD-ICONC-000553,igueameke,RHD-S1809-01923,Igueameke,"Ein Starker, der Kräfte hat",359,RHD-S1809-00490,Feſt,316,false,none,false,not_assessed
RHD-ICONC-000554,igueameke,RHD-S1809-01923,Igueameke,"Ein Starker, der Kräfte hat",359,RHD-S1809-00817,Kräftig,327,false,none,false,not_assessed
RHD-ICONC-000555,igueameke,RHD-S1809-01923,Igueameke,"Ein Starker, der Kräfte hat",359,RHD-S1809-01259,Stark,343,false,none,false,not_assessed
RHD-ICONC-000556,igueruje,RHD-S1809-01926,Igueruje,Feſt machen,359,RHD-S1809-00664,Härten,323,false,none,false,not_assessed
RHD-ICONC-000557,igueruje,RHD-S1809-01926,Igueruje,Feſt machen,359,RHD-S1809-01425,Verfeſtigen,347,false,none,false,not_assessed
RHD-ICONC-000558,ikitsiki,RHD-S1809-01928,Ikitsiki,"Haſſen, Verabſcheuen",359,RHD-S1809-00641,Grauen,322,false,none,false,not_assessed
RHD-ICONC-000559,itschigua,RHD-S1809-01933,Itschiguá,Stehlen,359,RHD-S1809-00227,Berauben,308,false,none,false,not_assessed
RHD-ICONC-000560,itschigua,RHD-S1809-01933,Itschiguá,Stehlen,359,RHD-S1809-01014,Plündern,336,false,none,false,not_assessed
RHD-ICONC-000561,itschigua,RHD-S1809-01933,Itschiguá,Stehlen,359,RHD-S1809-01023,Rauben,336,false,none,false,not_assessed
RHD-ICONC-000562,itschigua,RHD-S1809-01933,Itschiguá,Stehlen,359,RHD-S1809-01530,Wegnehmen,350,false,none,false,not_assessed
RHD-ICONC-000563,jola,RHD-S1809-00046,Jolá,Machen,359,RHD-S1809-00451,Erweitern,315,false,none,false,not_assessed
RHD-ICONC-000564,jola,RHD-S1809-00046,Jolá,Machen,359,RHD-S1809-00530,Fragen,318,false,none,false,not_assessed
RHD-ICONC-000565,jola,RHD-S1809-00046,Jolá,Machen,359,RHD-S1809-00754,Ja,325,false,none,false,not_assessed
RHD-ICONC-000566,jola,RHD-S1809-00046,Jolá,Machen,359,RHD-S1809-01330,Thun,346,false,none,false,not_assessed
RHD-ICONC-000567,jola,RHD-S1809-00046,Jolá,Machen,359,RHD-S1809-01417,Verbleiben,347,false,none,false,not_assessed
RHD-ICONC-000568,jola,RHD-S1809-00046,Jolá,Machen,359,RHD-S1809-01434,Vergrößern,347,false,none,false,not_assessed
RHD-ICONC-000569,jola,RHD-S1809-00046,Jolá,Machen,359,RHD-S1809-01549,Wiederholen,351,false,none,false,not_assessed
RHD-ICONC-000570,jola,RHD-S1809-00046,Jolá,Machen,359,RHD-S1809-01566,Wollen,351,false,none,false,not_assessed
RHD-ICONC-000571,jomeiki,RHD-S1809-01932,Jomeíki,"Festtag, Feyertag",359,RHD-S1809-00472,Faſttag,316,false,none,false,not_assessed
RHD-ICONC-000572,jujega,RHD-S1809-01936,Jújega,Mitsammen,359,RHD-S1809-00263,Beyſammen,309,false,none,false,not_assessed
RHD-ICONC-000573,jujega,RHD-S1809-01936,Jújega,Mitsammen,359,RHD-S1809-00941,Miteinander,332,false,none,false,not_assessed
RHD-ICONC-000574,jujega,RHD-S1809-01936,Jújega,Mitsammen,359,RHD-S1809-01617,Zugleich,352,false,none,false,not_assessed
RHD-ICONC-000575,juku,RHD-S1809-01938,Jukú,Es regnet,359,RHD-S1809-01034,Regnen,336,false,none,false,not_assessed
RHD-ICONC-000576,juma,RHD-S1809-01939,Jumá,"oder Jomá, Alles",359,RHD-S1809-00021,Allenthalben,301,false,none,false,not_assessed
RHD-ICONC-000577,juma,RHD-S1809-01939,Jumá,"oder Jomá, Alles",359,RHD-S1809-00828,Krätze,327,false,none,false,not_assessed
RHD-ICONC-000578,jumarugameke,RHD-S1809-01945,Jumarúgameke,Vollkommen,359,RHD-S1809-00560,Ganz,319,false,none,false,not_assessed
RHD-ICONC-000579,jumarugameke,RHD-S1809-01945,Jumarúgameke,Vollkommen,359,RHD-S1809-01397,Unverletzt,347,false,none,false,not_assessed
RHD-ICONC-000580,jumarugameke,RHD-S1809-01945,Jumarúgameke,Vollkommen,359,RHD-S1809-01401,Unverzagt,347,false,none,false,not_assessed
RHD-ICONC-000581,jumarugameke,RHD-S1809-01945,Jumarúgameke,Vollkommen,359,RHD-S1809-01546,Widder,350,false,none,false,not_assessed
RHD-ICONC-000582,kacac,RHD-S1809-01949,Kacác,ſ,359,RHD-S1809-01206,Sohle,341,false,none,false,not_assessed
RHD-ICONC-000583,kachela,RHD-S1809-01948,Kachelá,"Rinde, Schaale",359,RHD-S1809-01089,Schale,338,false,none,false,not_assessed
RHD-ICONC-000584,kake,RHD-S1809-01952,Kakè,Hören,359,RHD-S1809-00015,Acht haben,301,false,none,false,not_assessed
RHD-ICONC-000585,kake,RHD-S1809-01952,Kakè,Hören,359,RHD-S1809-00142,Aufmerken,304,false,none,false,not_assessed
RHD-ICONC-000586,kake,RHD-S1809-01952,Kakè,Hören,359,RHD-S1809-01451,Vernehmen,348,false,none,false,not_assessed
RHD-ICONC-000587,keliki,RHD-S1809-01957,Kelíki,Sachte,359,RHD-S1809-00591,Gelind,320,false,none,false,not_assessed
RHD-ICONC-000588,keliki,RHD-S1809-01957,Kelíki,Sachte,359,RHD-S1809-00592,Gemach,320,false,none,false,not_assessed
RHD-ICONC-000589,keliki,RHD-S1809-01957,Kelíki,Sachte,359,RHD-S1809-00859,Langſam,328,false,none,false,not_assessed
RHD-ICONC-000590,keliki,RHD-S1809-01957,Kelíki,Sachte,359,RHD-S1809-01075,Sanft,338,false,none,false,not_assessed
RHD-ICONC-000591,kemaraje,RHD-S1809-01958,Kemáraje,Weben,359,RHD-S1809-01632,Zuſammenweben,352,false,none,false,not_assessed
RHD-ICONC-000592,keta,RHD-S1809-01961,Ketá,oder Kecota,359,RHD-S1809-00782,Keineswegs,326,false,none,false,not_assessed
RHD-ICONC-000593,khuta,RHD-S1809-01963,Khutá,Klein,359,RHD-S1809-00847,Kurz,328,false,none,false,not_assessed
RHD-ICONC-000594,khutabe,RHD-S1809-01964,Khutabé,Kleiner,359,RHD-S1809-00769,Klein,326,false,none,false,not_assessed
RHD-ICONC-000595,khutagala,RHD-S1809-01965,Khutágála,Obst,359,RHD-S1809-00544,Frucht,319,false,none,false,not_assessed
RHD-ICONC-000596,khutala,RHD-S1809-01966,Khutála,Hals,359,RHD-S1809-00818,Kragen,327,false,none,false,not_assessed
RHD-ICONC-000597,kia,RHD-S1809-01967,Kiá,Geben,359,RHD-S1809-00373,Ehemals,313,false,none,false,not_assessed
RHD-ICONC-000598,kia,RHD-S1809-01967,Kiá,Geben,359,RHD-S1809-00406,Einſtens,314,false,none,false,not_assessed
RHD-ICONC-000599,kia,RHD-S1809-01967,Kiá,Geben,359,RHD-S1809-00856,Lang,328,false,none,false,not_assessed
RHD-ICONC-000600,kia,RHD-S1809-01967,Kiá,Geben,359,RHD-S1809-01214,Sonſt,342,false,none,false,not_assessed
RHD-ICONC-000601,kia,RHD-S1809-01967,Kiá,Geben,359,RHD-S1809-01359,Uebergeben,346,false,none,false,not_assessed
RHD-ICONC-000602,kia,RHD-S1809-01968,Kiá,Sonſt,359,RHD-S1809-00373,Ehemals,313,false,none,false,not_assessed
RHD-ICONC-000603,kia,RHD-S1809-01968,Kiá,Sonſt,359,RHD-S1809-00406,Einſtens,314,false,none,false,not_assessed
RHD-ICONC-000604,kia,RHD-S1809-01968,Kiá,Sonſt,359,RHD-S1809-00856,Lang,328,false,none,false,not_assessed
RHD-ICONC-000605,kia,RHD-S1809-01968,Kiá,Sonſt,359,RHD-S1809-01359,Uebergeben,346,false,none,false,not_assessed
RHD-ICONC-000606,kiaca,RHD-S1809-01969,Kiaca,Vor Zeiten,359,RHD-S1809-00373,Ehemals,313,false,none,false,not_assessed
RHD-ICONC-000607,kiaca,RHD-S1809-01969,Kiaca,Vor Zeiten,359,RHD-S1809-00406,Einſtens,314,false,none,false,not_assessed
RHD-ICONC-000608,kiaca,RHD-S1809-01969,Kiaca,Vor Zeiten,359,RHD-S1809-00856,Lang,328,false,none,false,not_assessed
RHD-ICONC-000609,kiaca,RHD-S1809-01969,Kiaca,Vor Zeiten,359,RHD-S1809-01214,Sonſt,342,false,none,false,not_assessed
RHD-ICONC-000610,kiaca,RHD-S1809-01969,Kiaca,Vor Zeiten,359,RHD-S1809-01505,Vorlängst,349,false,none,false,not_assessed
RHD-ICONC-000611,kiaca,RHD-S1809-01969,Kiaca,Vor Zeiten,359,RHD-S1809-01590,Zeit,352,false,none,false,not_assessed
RHD-ICONC-000612,kibelaguitaje,RHD-S1809-01970,Kibeláguitaje,"Darum, Deswegen",359,RHD-S1809-00324,Derswegen,312,false,none,false,not_assessed
RHD-ICONC-000613,kilibaca,RHD-S1809-01971,Kilibáca,s,359,RHD-S1809-00830,Kraut,327,false,none,false,not_assessed
RHD-ICONC-000614,kina,RHD-S1809-01974,Kiná,"oder vakiná, Daher",360,RHD-S1809-00682,Her,324,false,none,false,not_assessed
RHD-ICONC-000615,kioliki,RHD-S1809-01976,Kiolíki,Gekochte dünne Suppe von türkischem Weitzengries,360,RHD-S1809-01541,Waizen,350,false,none,false,not_assessed
RHD-ICONC-000616,kitsaoco,RHD-S1809-01977,Kitſaóco,Sieben,360,RHD-S1809-01195,Siebenzehn,341,false,none,false,not_assessed
RHD-ICONC-000617,kitsaossa,RHD-S1809-01978,Kitsaóssa,Siebenmal,360,RHD-S1809-01197,Siebenzig,341,false,none,false,not_assessed
RHD-ICONC-000618,lala,RHD-S1809-01989,Lála,So ziemlich,360,RHD-S1809-01548,Wie immer,351,false,none,false,not_assessed
RHD-ICONC-000619,lessi,RHD-S1809-01991,Lessí,"Ermatten, müde werden",360,RHD-S1809-00907,Matt,331,false,none,false,not_assessed
RHD-ICONC-000620,lessisimi,RHD-S1809-01994,Leſſiſimi,"Es, oder er verliert die Kräfte",360,RHD-S1809-00907,Matt,331,false,none,false,not_assessed
RHD-ICONC-000621,logui,RHD-S1809-01995,Loguí,Rasen,360,RHD-S1809-01332,Toben,346,false,none,false,not_assessed
RHD-ICONC-000622,logui,RHD-S1809-01995,Loguí,Rasen,360,RHD-S1809-01512,Wahnſinnig ſeyn,349,false,none,false,not_assessed
RHD-ICONC-000623,logui,RHD-S1809-01995,Loguí,Rasen,360,RHD-S1809-01576,Wüten,351,false,none,false,not_assessed
RHD-ICONC-000624,lomisimi,RHD-S1809-01998,Lomísimí,Es wird weich,360,RHD-S1809-01531,Weich ſeyn,350,false,none,false,not_assessed
RHD-ICONC-000625,maguali,RHD-S1809-02001,Magualí,ſ,360,RHD-S1809-00869,Leopard,329,false,none,false,not_assessed
RHD-ICONC-000626,matschi,RHD-S1809-02006,Matſchi,Draußen,361,RHD-S1809-00206,Begreifen,308,false,none,false,not_assessed
RHD-ICONC-000627,matschi,RHD-S1809-02006,Matſchi,Draußen,361,RHD-S1809-00433,Erkennen,315,false,none,false,not_assessed
RHD-ICONC-000628,matschi,RHD-S1809-02006,Matſchi,Draußen,361,RHD-S1809-00684,Herausgehen,324,false,none,false,not_assessed
RHD-ICONC-000629,matschi,RHD-S1809-02006,Matſchi,Draußen,361,RHD-S1809-00718,Hinaus,324,false,none,false,not_assessed
RHD-ICONC-000630,matschi,RHD-S1809-02006,Matſchi,Draußen,361,RHD-S1809-00719,Hinausgehen,324,false,none,false,not_assessed
RHD-ICONC-000631,matschi,RHD-S1809-02006,Matſchi,Draußen,361,RHD-S1809-00784,Keimen,326,false,none,false,not_assessed
RHD-ICONC-000632,matschi,RHD-S1809-02006,Matſchi,Draußen,361,RHD-S1809-00876,Lernen,330,false,none,false,not_assessed
RHD-ICONC-000633,matschi,RHD-S1809-02007,Matſchi,"als ein Zeitwort: wiſſen ſehen, erfahren, und dergleichen Bedeutungen mehr",361,RHD-S1809-00206,Begreifen,308,false,none,false,not_assessed
RHD-ICONC-000634,matschi,RHD-S1809-02007,Matſchi,"als ein Zeitwort: wiſſen ſehen, erfahren, und dergleichen Bedeutungen mehr",361,RHD-S1809-00343,Drauſſen,313,false,none,false,not_assessed
RHD-ICONC-000635,matschi,RHD-S1809-02007,Matſchi,"als ein Zeitwort: wiſſen ſehen, erfahren, und dergleichen Bedeutungen mehr",361,RHD-S1809-00433,Erkennen,315,false,none,false,not_assessed
RHD-ICONC-000636,matschi,RHD-S1809-02007,Matſchi,"als ein Zeitwort: wiſſen ſehen, erfahren, und dergleichen Bedeutungen mehr",361,RHD-S1809-00684,Herausgehen,324,false,none,false,not_assessed
RHD-ICONC-000637,matschi,RHD-S1809-02007,Matſchi,"als ein Zeitwort: wiſſen ſehen, erfahren, und dergleichen Bedeutungen mehr",361,RHD-S1809-00718,Hinaus,324,false,none,false,not_assessed
RHD-ICONC-000638,matschi,RHD-S1809-02007,Matſchi,"als ein Zeitwort: wiſſen ſehen, erfahren, und dergleichen Bedeutungen mehr",361,RHD-S1809-00719,Hinausgehen,324,false,none,false,not_assessed
RHD-ICONC-000639,matschi,RHD-S1809-02007,Matſchi,"als ein Zeitwort: wiſſen ſehen, erfahren, und dergleichen Bedeutungen mehr",361,RHD-S1809-00784,Keimen,326,false,none,false,not_assessed
RHD-ICONC-000640,matschi,RHD-S1809-02007,Matſchi,"als ein Zeitwort: wiſſen ſehen, erfahren, und dergleichen Bedeutungen mehr",361,RHD-S1809-00876,Lernen,330,false,none,false,not_assessed
RHD-ICONC-000641,matschisimi,RHD-S1809-02008,Matſchiſimi,"Lernen, ſ",361,RHD-S1809-00434,Erlernen,315,false,none,false,not_assessed
RHD-ICONC-000642,mea,RHD-S1809-02009,Meá,Tödten,361,RHD-S1809-00437,Ermorden,315,false,none,false,not_assessed
RHD-ICONC-000643,mea,RHD-S1809-02009,Meá,Tödten,361,RHD-S1809-00933,Metzeln,332,false,none,false,not_assessed
RHD-ICONC-000644,mea,RHD-S1809-02009,Meá,Tödten,361,RHD-S1809-01364,Umbringen,346,false,none,false,not_assessed
RHD-ICONC-000645,mechca,RHD-S1809-02010,Mechcá,entlegen,361,RHD-S1809-01539,Weit,350,false,none,false,not_assessed
RHD-ICONC-000646,melirugameke,RHD-S1809-02011,Melirúgameke,Geschlachtet,361,RHD-S1809-01336,Tödten,346,false,none,false,not_assessed
RHD-ICONC-000647,moola,RHD-S1809-02017,Moóla,"Haupt, Kopf",361,RHD-S1809-01096,Schedel,338,false,none,false,not_assessed
RHD-ICONC-000648,muhe,RHD-S1809-02022,Muhé,"muhéli, Du",361,RHD-S1809-00074,Aloe,301,false,none,false,not_assessed
RHD-ICONC-000649,muhe,RHD-S1809-02022,Muhé,"muhéli, Du",361,RHD-S1809-00981,Nur,334,false,none,false,not_assessed
RHD-ICONC-000650,muhe,RHD-S1809-02022,Muhé,"muhéli, Du",361,RHD-S1809-01206,Sohle,341,false,none,false,not_assessed
RHD-ICONC-000651,muhe,RHD-S1809-02022,Muhé,"muhéli, Du",361,RHD-S1809-01286,Strafen,344,false,none,false,not_assessed
RHD-ICONC-000652,muja,RHD-S1809-02023,Mujá,Schimmeln,361,RHD-S1809-00474,Faulenzen,316,false,none,false,not_assessed
RHD-ICONC-000653,mujaba,RHD-S1809-02024,Mujába,"Es schimmelt, faulet schon",361,RHD-S1809-00474,Faulenzen,316,false,none,false,not_assessed
RHD-ICONC-000654,mujaba,RHD-S1809-02024,Mujába,"Es schimmelt, faulet schon",361,RHD-S1809-01112,Schimmeln,338,false,none,false,not_assessed
RHD-ICONC-000655,muki,RHD-S1809-02027,Mukí,Weibsbild,361,RHD-S1809-00369,Ehe,313,false,none,false,not_assessed
RHD-ICONC-000656,muki,RHD-S1809-02027,Mukí,Weibsbild,361,RHD-S1809-00378,Eheweib,313,false,none,false,not_assessed
RHD-ICONC-000657,muki,RHD-S1809-02027,Mukí,Weibsbild,361,RHD-S1809-00706,Heurathen,324,false,none,false,not_assessed
RHD-ICONC-000658,muki,RHD-S1809-02027,Mukí,Weibsbild,361,RHD-S1809-01534,Weib,350,false,none,false,not_assessed
RHD-ICONC-000659,muki,RHD-S1809-02029,Muki,"guguéke, Jungfrau",361,RHD-S1809-00369,Ehe,313,false,none,false,not_assessed
RHD-ICONC-000660,muki,RHD-S1809-02029,Muki,"guguéke, Jungfrau",361,RHD-S1809-00378,Eheweib,313,false,none,false,not_assessed
RHD-ICONC-000661,muki,RHD-S1809-02029,Muki,"guguéke, Jungfrau",361,RHD-S1809-00706,Heurathen,324,false,none,false,not_assessed
RHD-ICONC-000662,muki,RHD-S1809-02029,Muki,"guguéke, Jungfrau",361,RHD-S1809-01534,Weib,350,false,none,false,not_assessed
RHD-ICONC-000663,mukiki,RHD-S1809-02032,Mukiki,Tod,361,RHD-S1809-01334,Todt,346,false,none,false,not_assessed
RHD-ICONC-000664,mukuameke,RHD-S1809-02036,Mukúameke,Todt,361,RHD-S1809-01273,Sterben,344,false,none,false,not_assessed
RHD-ICONC-000665,mukuameke,RHD-S1809-02036,Mukúameke,Todt,361,RHD-S1809-01335,Todtſeyn,346,false,none,false,not_assessed
RHD-ICONC-000666,mukuameke,RHD-S1809-02036,Mukúameke,Todt,361,RHD-S1809-01464,Verſtorben,348,false,none,false,not_assessed
RHD-ICONC-000667,mula,RHD-S1809-02044,Múla,"oder mila, Katze",361,RHD-S1809-00910,Mauleſel,331,false,none,false,not_assessed
RHD-ICONC-000668,muni,RHD-S1809-02042,Muni,ſ,361,RHD-S1809-00742,Hülſenfrucht,325,false,none,false,not_assessed
RHD-ICONC-000669,mura,RHD-S1809-02043,Múra,Maulthier,361,RHD-S1809-00910,Mauleſel,331,false,none,false,not_assessed
RHD-ICONC-000670,nachcala,RHD-S1809-02048,Nachcäla,Ohr,361,RHD-S1809-00579,Gehör,320,false,none,false,not_assessed
RHD-ICONC-000671,nachki,RHD-S1809-02050,Nachkí,Wollen,361,RHD-S1809-00221,Belieben,308,false,none,false,not_assessed
RHD-ICONC-000672,nachki,RHD-S1809-02050,Nachkí,Wollen,361,RHD-S1809-01568,Wünſchen,351,false,none,false,not_assessed
RHD-ICONC-000673,nagua,RHD-S1809-02061,Naguá,Kommen,362,RHD-S1809-00686,Herbeytreten,324,false,none,false,not_assessed
RHD-ICONC-000674,nagua,RHD-S1809-02061,Naguá,Kommen,362,RHD-S1809-00726,Hinzugehen,325,false,none,false,not_assessed
RHD-ICONC-000675,nagua,RHD-S1809-02061,Naguá,Kommen,362,RHD-S1809-01504,Vorkommen,349,false,none,false,not_assessed
RHD-ICONC-000676,nagua,RHD-S1809-02061,Naguá,Kommen,362,RHD-S1809-01622,Zurück,352,false,none,false,not_assessed
RHD-ICONC-000677,naguabahi,RHD-S1809-02062,Naguábahí,Sich voll trinken,362,RHD-S1809-00228,Berauſchen,308,false,none,false,not_assessed
RHD-ICONC-000678,naguoco,RHD-S1809-02096,Naguóco,Vier,362,RHD-S1809-01488,Vierzehn,349,false,none,false,not_assessed
RHD-ICONC-000679,naguoco,RHD-S1809-02096,Naguóco,Vier,362,RHD-S1809-01489,Vierzehnmal,349,false,none,false,not_assessed
